name,text
パソ・ダス・ブルーシャス,”キング・オブ・スペイン”と呼ばれ、「世界で最も称賛されるワインブランド」にも選ばれた名門トーレス。こちらは、スペインの土着品種アルバリーニョを使用して造られる白ワイン。上質な酸と土地由来のミネラル感に魅了される、爽やかな味わいが魅力です。その素材の味わいを引き立てる造りは魚介との相性も抜群。新鮮な生の魚を使った料理から、天ぷらなどの加熱した料理まで広く合わせられます。是非普段の食卓にお楽しみください。
モンテス・アルファ・スペシャル・キュヴェ シャルドネ,エノテカの超定番商品であるチリワイン、モンテス・アルファ・シリーズ。こちらは、アルファ・シリーズの中でも良年にのみリリースされるスペシャル・キュヴェ。ヴィンテージ毎にその年の特徴をよく表したシングルヴィンヤードの最高級のシャルドネのみで仕立てられています。口いっぱいに広がる力強い果実味と開放的な余韻。飲み手を魅了するスケール感のある味わいを堪能ください。
ピーツ・ピュア シャルドネ,南オーストラリア随一の農業産地マレー・ダーリング南部に位置し、すべて自社畑栽培のブドウを使用し醸造も行うピーツ・ピュア。サステナブル農法を実践する他、再生可能エネルギーの利用によるCO2削減にも取り組んでいるワイナリーです。こちらはシャルドネを主に使用した白ワイン。豊満な果実味とフレッシュさが特徴のフルーティーなスタイルです。
クラレンドル・ブラン,5大シャトーの一角として君臨するシャトー・オー・ブリオンを所有する、クラレンス・ディロン・ワインズが造るクラレンドル・シリーズ。こちらは、ボルドー・ブランの頂点に立つシャトーで培われた、ワイン造りの哲学と最高の技術が惜しみなくつぎ込まれている、贅沢な白ワインです。ソーヴィニヨン・ブランの爽快さとセミヨンのオイリーな質感を見事に融合させた、クラシカルなボルドー・ブランの味わいをお楽しみいただけます。
トーディ・ビアンコ,イタリア中部、ウンブリア州最大規模を誇り、常に安定した品質のワインを生み出すワイナリー。こちらはグレケットとトレッビアーノを50%ずつブレンドし、甘やかな果実味と穏やかな酸味が融合したドライな白ワイン。若々しくフレッシュなスタイルに仕上がっており、特に魚介類との相性は抜群です。
サングレ・デ・トロ・ブランコ,トーレスは”キング・オブ・スペイン”と呼ばれ、「世界で最も称賛されるワインブランド」にも選ばれる名門です。こちらはデイリーワインに最適な定番白ワイン。柑橘系の爽やかな味わいが魅力で、アペリティフとして、またシーフードと合わせてお楽しみいただけます。
シャブリ,1984年からワイン造りを始めた、ブルゴーニュでも比較的若いドメーヌ。「畑仕事がワインメーカーの何よりの仕事」をモットーとした、丁寧なワイン造りでシャブリを造り続けています。こちらはエノテカでベストセラーのシャブリです。ふくよかな果実味と溌剌とした酸のバランスが秀逸で、非常にコストパフォーマンスに優れた仕上がりです。
サンセール,ロワール屈指の優良生産者であり、自然派の造り手としても有名なパスカル・ジョリヴェのワインは、まさに「ナチュラル、ピュア、エレガント」を体現したスタイル。こちらのサンセールはパスカル・ジョリヴェのスタンダード・キュヴェ。素材を活かした魚料理との組み合わせは、シャブリと牡蠣にも引けを取らない程の完璧なマリアージュを堪能できます。
ムートン・カデ・ソーヴィニヨン・ブラン・オーガニック・バイ・ナタン,メドック格付け第一級シャトーを所有するバロン・フィリップ・ド・ロスチャイルドが、本拠地ボルドーで手掛けるカジュアルワイン、ムートン・カデ。こちらのワインは、人と環境を尊重したワインを全ての人へ届けたいという想いから誕生しました。柑橘系の果実のアロマに空気と触れ合う内に広がる花の香りが合わさる、爽やかな仕上がり。幅広い料理に合わせやすく、親しみやすい味わいが魅力です。
カデ・ドック・シャルドネ,5大シャトーの一角、シャトー・ムートン・ロスチャイルドを所有する、バロン・フィリップ社が南フランスのラングドック地方で手掛けるワイン。一流の技術と、選び抜かれた畑のブドウのみを使用して仕立てるため、手頃な価格ながら高い品質をお楽しみいただけます。こちらはシャルドネ100%で仕立てる白ワイン。軽やかでエレガントな味わいはハウスワインとして申し分のないクオリティで、驚きのコストパフォーマンスを誇ります。ぜひ料理とご一緒にお楽しみください。
シャブリ,ダニエル・ダンプはシャブリの精髄を究める造り手。村名、一級畑ともにステンレスタンクを使用し、テロワールの特徴を最大限表現しています。こちらのシャブリは、ダニエル・ダンプの魅力を楽しめるスタンダードキュヴェ。シャブリのお手本とも言うべきエレガントな1本を是非ご堪能ください。
サンタ・クリスティーナ・ピノ・グリージョ,イタリアの名門アンティノリが手掛けるサンタ・クリスティーナ。1946年の発売以来長く愛され、イタリア国内で「その名を知らぬものはいない」と言われるロングセラーを記録しています。イタリアの「白ワインの聖地」で造られる、豊かな果実味とミネラル感を感じる爽やかなスタイルです。
コルテ・ジャーラ・ソアヴェ,ワイン評価誌ガンベロ・ロッソの2016年版にて、「ワイナリー・オブ・ザ・イヤー」を受賞し、イタリア最高の生産者に輝いたアレグリーニ。こちらはイタリアの代表的な白ワイン、ソアヴェ。アペリティフとしてはもちろん、寿司や天ぷらなどの日本食などにも合わせられる、万能な1本です。
グランド・リザーヴ・シャルドネ,幅広いラインナップを手掛ける、カリフォルニアのワイナリー、ケンダル・ジャクソン。グランド・リザーヴは、所有する様々な畑を厳格に区分して栽培したブドウを、ブレンドして仕立てる上級シリーズです。こちらはシャルドネを100%使用した1本で、トロピカルフルーツの濃密なアロマ、バターやナッツのコクとほのかなミネラル感が感じられるリッチな味わいが魅力です。
ラス・ムラス・ソーヴィニヨン・ブラン・レゼルヴァ,スペインワインを牽引する名生産者、トーレスが欧州の伝統と技術を用いてチリで手掛ける造り手。ラス・ムラスはエコサートの認証を取得しているオーガニックなシリーズです。ソーヴィニヨン・ブラン100%で仕立てられ、フレッシュで爽やかな味わいに仕上がっています。グリルした魚や繊細で優しい味わいのソースを添えた魚料理などと好相性です。
ル・プティ・クルセル・レ・コピン,フランス・ボルドーのアントル・ドゥ・メール地区を代表する家族経営のワインメーカー、マリー・エ・シルヴィー・クルセルが手掛けるワイン、プティ・クルセル。ロバート・パーカー氏に「アペラシオンの中では最高のシャトーの一つ」と言わしめたシャトー・テューレイと同じ畑のブドウを使用して造られるハイクオリティなテーブルワインです。
マプ・ソーヴィニヨン・ブラン,マプ・シリーズは、ボルドーの名門バロン・フィリップ・ド・ロスチャイルド社が、チリ有数の銘醸地、セントラル・ヴァレーで造っています。こちらのソーヴィニヨン・ブランは、柑橘系の華やかなアロマと、爽やかでみずみずしい飲み口が魅力の白ワインです。
モンテス・アルファ・シャルドネ,圧倒的品質で星付きレストランをも魅了する、世界中で愛される天使のワイン、モンテス。こちらは、進化し続ける、ロングセラーの看板シリーズ。白ワインのセオリーを超えて幅広く活躍してくれるシャルドネです。
アヴァント・アンオークト・シャルドネ,幅広いラインナップを手掛ける、カリフォルニアのワイナリー、ケンダル・ジャクソン。こちらは熟成させる前の、ブドウ本来の味を楽しんでもらいたいという願いが込められているアヴァントシリーズのシャルドネで仕立てる白ワインです。カリフォルニア各地の銘醸地から厳選したシャルドネが用いられており、樽熟成を行わない製法のため、果実味溢れるフレッシュな味わいが様々な料理とマッチします。
サンタ・クリスティーナ・ヴェルメンティーノ,イタリアの名門アンティノリが手掛けるサンタ・クリスティーナ。1946年の発売以来長く愛され、イタリア国内で「その名を知らぬものはいない」と言われるロングセラーを記録しています。こちらはそんな彼らが手掛ける、爽やかですっきりとした味わいの1本。フレッシュさとミネラル感溢れる仕上がりで、チーズや魚介類を用いた料理にぴったりです。
ジンガリ・ビアンコ,ミラノ・スカラ座にも認められたフランチャコルタの名門、ベラヴィスタ。そのオーナー・ファミリーであるヴィットリオ・モレッティ氏と愛娘フランチェスカ氏が、トスカーナに建てたワイナリーがペトラです。ジンガリはペトラの魅力をより多くの方に知ってもらうために生み出されたワイン。緻密な果実のアロマとフローラルなニュアンスが魅力の、フードフレンドリーな1本に仕上がっています。
エスクード・ロホ・グラン・レゼルヴァ・シャルドネ,メドック格付け第一級、シャトー・ムートンを手掛ける名門がチリの地で造る、「エスクード・ロホ・グラン・レゼルヴァ」シリーズ。こちらはチリで育ったシャルドネを、フランスで培われた技術で仕立てた白ワイン。よく冷やしてフルーティーな味わいから、温度が上がるにつれて変化するコクのある味わいを楽しむのもおすすめです。
ブルゴーニュ・シャルドネ,「飲む人が幸せを感じる高品質のワイン」を目指す、プイィ・フュイッセの優良生産者、ドメーヌ・パケ。有機栽培を取り入れ、環境を守りながら、ほぼ人の手だけでワインを仕立てています。こちらはブルゴーニュのシャルドネの良さを見事に表現した1本。アペリティフとしてはもちろん、魚や鶏肉、野菜と幅広くマッチします。果実味と樽のニュアンスの調和の取れた味わいをお楽しみください。
ヴィスタマーレ,カ・マルカンダは、多くのスーパータスカンが産出されるトスカーナのボルゲリ地区で、ガヤが手掛けるワイナリー。そのカ・マルカンダで唯一の白ワインがこちらのヴィスタマーレ。ボルゲリの美しい海を連想させる、ミネラル感と爽やかさが魅力の上品な味わいをお楽しみください。
ラメッレ,イタリアの老舗ブランド「サルヴァトーレ フェラガモ」がトスカーナ州で手がけるワイナリー、イル・ボッロ。超一流と謳われるフェラガモ家のモノ造りのスピリッツとセンスにより、華やかでモダンでありながら、どこか温かみも感じさせる名品が生み出されています。古代、湖であったというミネラル豊富な土壌で育ったシャルドネを使用しているため、爽やかな仕上がりです。魚介類を使った料理との相性もよく、食事と一緒にお楽しみいただけます。
ラインガウ リースリング・フォルラーツ,ラインガウにおける最古のワイナリーの一つであるシュロス・フォルラーツ。特級畑を含む、最高品質のリースリングの畑を持ち、先進的な研究も行っている名門ワイナリーです。こちらはそんな名門ワイナリーを代表する1本。ブドウの透明感ある味わいを最大限引き出した美しい仕上がりが特徴で、リースリングの良さがぎゅっと詰まった「お手本」とも言えるスタイル。透き通るほどに清らかで繊細さ溢れる味わいは、お刺身や焼き魚、天ぷらなどの魚介や野菜を使った和食と相性抜群です。
ソアヴェ,アレグリーニは、16世紀初頭からヴェネト州にてワイン造りを行い、名声を築き上げてきた家族経営の名門ワイナリー。こちらのソアヴェは、伝統と革新的技術を融合させた銘品の数々の中でも、常に高評価を得ている白ワインです。柑橘類のフルーティーな中に、豊かな酸味と微かな苦味がアクセントとなる、上質な味わいに仕上がっています。
ゲヴュルツトラミネール,トリンバックは1626年に創業し、4世紀13代に渡って歴史と伝統を育んできた、アルザスきっての名門ワイナリーです。ゲヴュルツトラミネールは豊かで多彩なアロマと、力強く複雑なブーケが魅力。食前酒として、または魚やスパイスで味付けされた肉、エスニック料理と好相性で、5~7年の熟成にも耐えうるポテンシャルを備えています。
